RI0412RP                              2.00.00.076    CN_RI041                      06/02/20  15:38:34
CDAPI007A                             2.00.00.086    ri0412rp                      06/02/20  15:38:34
UT-TRFRRP                             2.00.00.008    cdapi007                      06/02/20  15:38:34
BTB901ZO                              2.00.00.005    ut-trfrr                      06/02/20  15:38:34
UT-VALIDA-FACELIFT                    3.00.00.001    btb901zo                      06/02/20  15:38:34
UT-TRFRRP                             2.00.00.008    cdapi007                      06/02/20  15:38:34
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  15:38:34
BTB920AA                              2.00.00.012    ri0412rp                      06/02/20  15:38:34
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  15:38:35
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  15:38:35
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  15:38:35
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  15:38:35
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  15:38:35
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  15:38:35
BODI453                               2.00.00.023    ri0412rp                      06/02/20  15:38:35
BTBSECURITY                           3.00.00.001    bodi453                       06/02/20  15:38:35
MEN901ZA                              2.00.00.009    btbsecur                      06/02/20  15:38:35
BTB918ZB                              2.00.00.002    bodi453                       06/02/20  15:38:35
UT-XMLPRS                             3.00.00.001    bodi453                       06/02/20  15:38:35
BODI453A                              2.00.00.019    ri0412rp                      06/02/20  15:38:37
BTB918ZB                              2.00.00.002    bodi453a                      06/02/20  15:38:37
api_controle_cta_ctbl                     prgint/utb/utb743za.py    1.00.00.009    06/02/20  15:38:37
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  15:38:37
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  15:38:40
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  15:38:41
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:38:41
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:38:41
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:38:41
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:38:41
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:38:41
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:41
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:38:42
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:38:42
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:38:42
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:38:42
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:38:42
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:38:42
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:38:42
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:42
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:38:43
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:38:43
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:38:43
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:38:43
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:38:43
