RI0412RP                              2.00.00.076    CN_RI041                      06/02/20  15:18:42
CDAPI007A                             2.00.00.086    ri0412rp                      06/02/20  15:18:42
UT-TRFRRP                             2.00.00.008    cdapi007                      06/02/20  15:18:42
BTB901ZO                              2.00.00.005    ut-trfrr                      06/02/20  15:18:42
UT-VALIDA-FACELIFT                    3.00.00.001    btb901zo                      06/02/20  15:18:42
UT-TRFRRP                             2.00.00.008    cdapi007                      06/02/20  15:18:42
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  15:18:43
BTB920AA                              2.00.00.012    ri0412rp                      06/02/20  15:18:43
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  15:18:44
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  15:18:44
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  15:18:44
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  15:18:44
UT-TRFRRP                             2.00.00.008    ri0412rp                      06/02/20  15:18:44
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  15:18:44
BODI453                               2.00.00.023    ri0412rp                      06/02/20  15:18:44
BTBSECURITY                           3.00.00.001    bodi453                       06/02/20  15:18:44
MEN901ZA                              2.00.00.009    btbsecur                      06/02/20  15:18:44
BTB918ZB                              2.00.00.002    bodi453                       06/02/20  15:18:44
UT-XMLPRS                             3.00.00.001    bodi453                       06/02/20  15:18:44
BODI453A                              2.00.00.019    ri0412rp                      06/02/20  15:18:46
BTB918ZB                              2.00.00.002    bodi453a                      06/02/20  15:18:46
api_controle_cta_ctbl                     prgint/utb/utb743za.py    1.00.00.009    06/02/20  15:18:46
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  15:18:46
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  15:18:49
UT-ACOMP                              2.00.00.004    ri0412rp                      06/02/20  15:18:49
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:49
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:49
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:49
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:49
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:49
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:49
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:49
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:49
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:49
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:49
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:50
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:50
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:50
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:50
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:50
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:50
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:50
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:51
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:51
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:51
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:51
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:51
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:51
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:51
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:52
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:52
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:52
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:52
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:52
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:52
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:52
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:52
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:53
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:53
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:53
TWDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:53
     PonRI0412RP.809. Fim do bloco do rateio                                                                
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:53
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:53
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:53
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:53
TCDI148                               2.00.00.001    ri0412rp                      06/02/20  15:18:53
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:53
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:53
TCDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:53
TWDI473                               2.00.00.000    ri0412rp                      06/02/20  15:18:53
